"Country","Year","Cancer site","ICD10 code","RouteToDiagnosis","Stage","Count","% of known routes","% of all routes"
"England","2019","Prostate","C61","Emergency Presentation","Stage III",249,0.120057859209257,0.0716134598792062
"England","2019","Prostate","C61","Emergency Presentation","Stage IV",1379,0.664898746383799,0.396606269772793
"England","2019","Prostate","C61","Emergency Presentation","Unknown",1403,NA,0.403508771929825
"England","2019","Prostate","C61","Other","Stage I",1567,0.453283193520393,0.309439178515008
"England","2019","Prostate","C61","Other","Stage II",607,0.175585768006942,0.119865718799368
"England","2019","Prostate","C61","Other","Stage III",714,0.206537460225629,0.140995260663507
"England","2019","Prostate","C61","Other","Stage IV",569,0.164593578247035,0.112361769352291
"England","2019","Prostate","C61","Other","Unknown",1607,NA,0.317338072669826
"England","2019","Uterine","C54-C55","Two Week Wait","Stage I",3472,0.762071992976295,0.69287567351826
"England","2019","Uterine","C54-C55","Two Week Wait","Stage II",309,0.0678226514486392,0.0616643384553981
"England","2019","Uterine","C54-C55","Two Week Wait","Stage III",518,0.11369622475856,0.103372580323289
"England","2019","Uterine","C54-C55","Two Week Wait","Stage IV",257,0.0564091308165057,0.0512871682298942
"England","2019","Uterine","C54-C55","Two Week Wait","Unknown",455,NA,0.090800239473159
"England","2019","Uterine","C54-C55","GP Referral","Stage I",1103,0.775668073136428,0.608719646799117
"England","2019","Uterine","C54-C55","GP Referral","Stage II",83,0.0583684950773558,0.0458057395143488
"England","2019","Uterine","C54-C55","GP Referral","Stage III",145,0.10196905766526,0.0800220750551876
"England","2019","Uterine","C54-C55","GP Referral","Stage IV",91,0.0639943741209564,0.0502207505518764
"England","2019","Uterine","C54-C55","GP Referral","Unknown",390,NA,0.21523178807947
"England","2019","Uterine","C54-C55","Emergency Presentation","Stage I",192,0.417391304347826,0.277858176555716
"England","2019","Uterine","C54-C55","Emergency Presentation","Stage II",36,0.0782608695652174,0.0520984081041968
"England","2019","Uterine","C54-C55","Emergency Presentation","Stage III",81,0.176086956521739,0.117221418234443
"England","2019","Uterine","C54-C55","Emergency Presentation","Stage IV",151,0.328260869565217,0.218523878437048
"England","2019","Uterine","C54-C55","Emergency Presentation","Unknown",231,NA,0.334298118668596
"England","2019","Uterine","C54-C55","Other","Stage I",378,0.724137931034483,0.537695590327169
"England","2019","Uterine","C54-C55","Other","Stage II",42,0.0804597701149425,0.0597439544807966
"England","2019","Uterine","C54-C55","Other","Stage III",59,0.113026819923372,0.0839260312944523
"England","2019","Uterine","C54-C55","Other","Stage IV",43,0.0823754789272031,0.0611664295874822
"England","2019","Uterine","C54-C55","Other","Unknown",181,NA,0.2574679943101
"England","2018","All Cancers Combined","C00-C43, C45-C97","Screening","Stage I",12023,0.634224824603049,0.592820866821163
"England","2018","All Cancers Combined","C00-C43, C45-C97","Screening","Stage II",4946,0.260906261539273,0.243873576253636
"England","2018","All Cancers Combined","C00-C43, C45-C97","Screening","Stage III",1603,0.0845597932162262,0.0790394950939303
"England","2018","All Cancers Combined","C00-C43, C45-C97","Screening","Stage IV",385,0.0203091206414517,0.0189832848478872
"England","2018","All Cancers Combined","C00-C43, C45-C97","Screening","Unknown",1324,NA,0.0652827769833835
"England","2018","All Cancers Combined","C00-C43, C45-C97","Two Week Wait","Stage I",38780,0.333221629331752,0.300760043431053
"England","2018","All Cancers Combined","C00-C43, C45-C97","Two Week Wait","Stage II",27382,0.235282997791698,0.212362339072437
"England","2018","All Cancers Combined","C00-C43, C45-C97","Two Week Wait","Stage III",26138,0.224593784101943,0.20271444082519
"England","2018","All Cancers Combined","C00-C43, C45-C97","Two Week Wait","Stage IV",24079,0.206901588774607,0.186745773227858
"England","2018","All Cancers Combined","C00-C43, C45-C97","Two Week Wait","Unknown",12561,NA,0.0974174034434621
"England","2018","All Cancers Combined","C00-C43, C45-C97","GP Referral","Stage I",22501,0.408025967431908,0.309854306094908
"England","2018","All Cancers Combined","C00-C43, C45-C97","GP Referral","Stage II",9380,0.17009393247017,0.129169076537498
"England","2018","All Cancers Combined","C00-C43, C45-C97","GP Referral","Stage III",11142,0.202045479273202,0.153433033132281
"England","2018","All Cancers Combined","C00-C43, C45-C97","GP Referral","Stage IV",12123,0.21983462082472,0.166942080475915
"England","2018","All Cancers Combined","C00-C43, C45-C97","GP Referral","Unknown",17472,NA,0.240601503759398
"England","2018","All Cancers Combined","C00-C43, C45-C97","Emergency Presentation","Stage I",5069,0.131280430954108,0.0840588362104705
"England","2018","All Cancers Combined","C00-C43, C45-C97","Emergency Presentation","Stage II",4554,0.117942608515487,0.0755186309138849
"England","2018","All Cancers Combined","C00-C43, C45-C97","Emergency Presentation","Stage III",7590,0.196571014192479,0.125864384856475
"England","2018","All Cancers Combined","C00-C43, C45-C97","Emergency Presentation","Stage IV",21399,0.554205946337926,0.35485796726531
"England","2018","All Cancers Combined","C00-C43, C45-C97","Emergency Presentation","Unknown",21691,NA,0.35970018075386
"England","2018","All Cancers Combined","C00-C43, C45-C97","Other","Stage I",10887,0.362996799146439,0.257991895542548
"England","2018","All Cancers Combined","C00-C43, C45-C97","Other","Stage II",4903,0.163476927180581,0.116187587383587
"England","2018","All Cancers Combined","C00-C43, C45-C97","Other","Stage III",6077,0.202620698853027,0.14400815185194
"England","2018","All Cancers Combined","C00-C43, C45-C97","Other","Stage IV",8125,0.270905574819952,0.192540107585488
"England","2018","All Cancers Combined","C00-C43, C45-C97","Other","Unknown",12207,NA,0.289272257636437
"England","2018","Bladder","C67, D09.0, D41.4","Two Week Wait","Stage I",1888,0.509581646423752,0.349500185116623
"England","2018","Bladder","C67, D09.0, D41.4","Two Week Wait","Stage II",1134,0.306072874493927,0.209922251018141
"England","2018","Bladder","C67, D09.0, D41.4","Two Week Wait","Stage III",463,0.124966261808367,0.0857089966679008
"England","2018","Bladder","C67, D09.0, D41.4","Two Week Wait","Stage IV",220,0.0593792172739541,0.0407256571640133
"England","2018","Bladder","C67, D09.0, D41.4","Two Week Wait","Unknown",1697,NA,0.314142910033321
"England","2018","Bladder","C67, D09.0, D41.4","GP Referral","Stage I",975,0.530756668481219,0.123699568637402
"England","2018","Bladder","C67, D09.0, D41.4","GP Referral","Stage II",448,0.243875884594447,0.0568383658969805
"England","2018","Bladder","C67, D09.0, D41.4","GP Referral","Stage III",250,0.136091453456723,0.0317178381121543
"England","2018","Bladder","C67, D09.0, D41.4","GP Referral","Stage IV",164,0.0892759934676102,0.0208069018015732
"England","2018","Bladder","C67, D09.0, D41.4","GP Referral","Unknown",6045,NA,0.76693732555189
"England","2018","Bladder","C67, D09.0, D41.4","Emergency Presentation","Stage I",247,0.24431256181998,0.112374886260237
"England","2018","Bladder","C67, D09.0, D41.4","Emergency Presentation","Stage II",281,0.277942631058358,0.127843494085532
"England","2018","Bladder","C67, D09.0, D41.4","Emergency Presentation","Stage III",178,0.176063303659743,0.08098271155596
"England","2018","Bladder","C67, D09.0, D41.4","Emergency Presentation","Stage IV",305,0.301681503461919,0.138762511373976
"England","2018","Bladder","C67, D09.0, D41.4","Emergency Presentation","Unknown",1187,NA,0.540036396724295
"England","2018","Bladder","C67, D09.0, D41.4","Other","Stage I",423,0.500591715976331,0.149787535410765
"England","2018","Bladder","C67, D09.0, D41.4","Other","Stage II",206,0.243786982248521,0.0729461756373938
"England","2018","Bladder","C67, D09.0, D41.4","Other","Stage III",124,0.146745562130178,0.0439093484419263
"England","2018","Bladder","C67, D09.0, D41.4","Other","Stage IV",92,0.10887573964497,0.0325779036827195
"England","2018","Bladder","C67, D09.0, D41.4","Other","Unknown",1979,NA,0.700779036827195
"England","2018","Bowel","C18-C20","Screening","Stage I",1285,0.379728132387707,0.363919569527046
"England","2018","Bowel","C18-C20","Screening","Stage II",833,0.246158392434988,0.235910506938544
"England","2018","Bowel","C18-C20","Screening","Stage III",1003,0.296394799054374,0.284055508354574
"England","2018","Bowel","C18-C20","Screening","Stage IV",263,0.0777186761229314,0.0744831492495044
"England","2018","Bowel","C18-C20","Screening","Unknown",147,NA,0.0416312659303314
"England","2018","Bowel","C18-C20","Two Week Wait","Stage I",2190,0.173410404624277,0.16482275908783
"England","2018","Bowel","C18-C20","Two Week Wait","Stage II",3520,0.278723572729432,0.264920599081809
"England","2018","Bowel","C18-C20","Two Week Wait","Stage III",4101,0.324728798796421,0.308647550237074
"England","2018","Bowel","C18-C20","Two Week Wait","Stage IV",2818,0.223137223849869,0.212087002333108
"England","2018","Bowel","C18-C20","Two Week Wait","Unknown",658,NA,0.0495220892601791
"England","2018","Bowel","C18-C20","GP Referral","Stage I",1487,0.239182885636159,0.209259780467211
"England","2018","Bowel","C18-C20","GP Referral","Stage II",1487,0.239182885636159,0.209259780467211
"England","2018","Bowel","C18-C20","GP Referral","Stage III",1860,0.299179668650475,0.261750633267661
"England","2018","Bowel","C18-C20","GP Referral","Stage IV",1383,0.222454560077208,0.194624261187729
"England","2018","Bowel","C18-C20","GP Referral","Unknown",889,NA,0.125105544610189
"England","2018","Bowel","C18-C20","Emergency Presentation","Stage I",399,0.0611963190184049,0.049156092152273
"England","2018","Bowel","C18-C20","Emergency Presentation","Stage II",1477,0.226533742331288,0.181963779721572
"England","2018","Bowel","C18-C20","Emergency Presentation","Stage III",1802,0.27638036809816,0.222003203153875
"England","2018","Bowel","C18-C20","Emergency Presentation","Stage IV",2842,0.435889570552147,0.350129358137243
"England","2018","Bowel","C18-C20","Emergency Presentation","Unknown",1597,NA,0.196747566835038
"England","2018","Bowel","C18-C20","Other","Stage I",746,0.213631156930126,0.175323149236193
"England","2018","Bowel","C18-C20","Other","Stage II",876,0.25085910652921,0.205875440658049
"England","2018","Bowel","C18-C20","Other","Stage III",1026,0.293814432989691,0.241128084606345
"England","2018","Bowel","C18-C20","Other","Stage IV",844,0.241695303550974,0.198354876615746
"England","2018","Bowel","C18-C20","Other","Unknown",763,NA,0.179318448883666
"England","2018","Breast","C50","Screening","Stage I",9844,0.675449430492658,0.629049779538629
"England","2018","Breast","C50","Screening","Stage II",4034,0.276794291203513,0.25778004984344
"England","2018","Breast","C50","Screening","Stage III",581,0.0398655139289145,0.0371269729695188
"England","2018","Breast","C50","Screening","Stage IV",115,0.00789076437491423,0.00734871237778772
"England","2018","Breast","C50","Screening","Unknown",1075,NA,0.0686944852706243
"England","2018","Breast","C50","Two Week Wait","Stage I",6950,0.306640194131921,0.279441920308793
"England","2018","Breast","C50","Two Week Wait","Stage II",11750,0.518420472093536,0.472437778939327
"England","2018","Breast","C50","Two Week Wait","Stage III",2832,0.124950363997353,0.113867556592015
"England","2018","Breast","C50","Two Week Wait","Stage IV",1133,0.0499889697771895,0.0455550641309155
"England","2018","Breast","C50","Two Week Wait","Unknown",2206,NA,0.0886976800289494
"England","2018","Breast","C50","GP Referral","Stage I",1146,0.395581636175354,0.312943746586565
"England","2018","Breast","C50","GP Referral","Stage II",1161,0.400759406282361,0.317039868924085
"England","2018","Breast","C50","GP Referral","Stage III",288,0.0994131860545392,0.0786455488803932
"England","2018","Breast","C50","GP Referral","Stage IV",302,0.104245771487746,0.0824685963954123
"England","2018","Breast","C50","GP Referral","Unknown",765,NA,0.208902239213545
"England","2018","Breast","C50","Emergency Presentation","Stage I",248,0.191505791505792,0.14187643020595
"England","2018","Breast","C50","Emergency Presentation","Stage II",331,0.255598455598456,0.189359267734554
"England","2018","Breast","C50","Emergency Presentation","Stage III",115,0.0888030888030888,0.0657894736842105
"England","2018","Breast","C50","Emergency Presentation","Stage IV",601,0.464092664092664,0.343821510297483
"England","2018","Breast","C50","Emergency Presentation","Unknown",453,NA,0.259153318077803
"England","2018","Breast","C50","Other","Stage I",687,0.444948186528497,0.309320126069338
"England","2018","Breast","C50","Other","Stage II",547,0.354274611398964,0.246285457001351
"England","2018","Breast","C50","Other","Stage III",124,0.0803108808290155,0.0558307068887888
"England","2018","Breast","C50","Other","Stage IV",186,0.120466321243523,0.0837460603331833
"England","2018","Breast","C50","Other","Unknown",677,NA,0.304817649707339
"England","2018","Cervical","C53","Screening","Stage I",892,0.901010101010101,0.819100091827365
"England","2018","Cervical","C53","Screening","Stage II",76,0.0767676767676768,0.0697887970615243
"England","2018","Cervical","C53","Screening","Stage III",15,0.0151515151515152,0.0137741046831956
"England","2018","Cervical","C53","Screening","Stage IV",7,0.00707070707070707,0.00642791551882461
"England","2018","Cervical","C53","Screening","Unknown",99,NA,0.0909090909090909
"England","2018","Cervical","C53","Two Week Wait","Stage I",141,0.280876494023904,0.231147540983607
"England","2018","Cervical","C53","Two Week Wait","Stage II",210,0.418326693227092,0.344262295081967
"England","2018","Cervical","C53","Two Week Wait","Stage III",75,0.149402390438247,0.122950819672131
"England","2018","Cervical","C53","Two Week Wait","Stage IV",76,0.151394422310757,0.124590163934426
"England","2018","Cervical","C53","Two Week Wait","Unknown",108,NA,0.177049180327869
"England","2018","Cervical","C53","GP Referral","Stage I",268,0.607709750566893,0.504708097928437
"England","2018","Cervical","C53","GP Referral","Stage II",90,0.204081632653061,0.169491525423729
"England","2018","Cervical","C53","GP Referral","Stage III",35,0.0793650793650794,0.0659133709981168
"England","2018","Cervical","C53","GP Referral","Stage IV",48,0.108843537414966,0.0903954802259887
"England","2018","Cervical","C53","GP Referral","Unknown",90,NA,0.169491525423729
"England","2018","Cervical","C53","Emergency Presentation","Stage I",26,0.133333333333333,0.0925266903914591
"England","2018","Cervical","C53","Emergency Presentation","Stage II",48,0.246153846153846,0.170818505338078
"England","2018","Cervical","C53","Emergency Presentation","Stage III",47,0.241025641025641,0.167259786476868
"England","2018","Cervical","C53","Emergency Presentation","Stage IV",74,0.379487179487179,0.263345195729537
"England","2018","Cervical","C53","Emergency Presentation","Unknown",86,NA,0.306049822064057
"England","2018","Cervical","C53","Other","Stage I",79,0.552447552447552,0.431693989071038
"England","2018","Cervical","C53","Other","Stage II",25,0.174825174825175,0.136612021857924
"England","2018","Cervical","C53","Other","Stage III",18,0.125874125874126,0.0983606557377049
"England","2018","Cervical","C53","Other","Stage IV",21,0.146853146853147,0.114754098360656
"England","2018","Cervical","C53","Other","Unknown",40,NA,0.218579234972678
"England","2018","Kidney","C64 excluding ICD-O-3 8120, 8122, 8130, 8131","Two Week Wait","Stage I",1192,0.46255335661622,0.422545196738745
"England","2018","Kidney","C64 excluding ICD-O-3 8120, 8122, 8130, 8131","Two Week Wait","Stage II",224,0.0869227784245246,0.0794044665012407
"England","2018","Kidney","C64 excluding ICD-O-3 8120, 8122, 8130, 8131","Two Week Wait","Stage III",714,0.277066356228172,0.253101736972705
"England","2018","Kidney","C64 excluding ICD-O-3 8120, 8122, 8130, 8131","Two Week Wait","Stage IV",447,0.173457508731083,0.158454448777029
"England","2018","Kidney","C64 excluding ICD-O-3 8120, 8122, 8130, 8131","Two Week Wait","Unknown",244,NA,0.08649415101028
"England","2018","Kidney","C64 excluding ICD-O-3 8120, 8122, 8130, 8131","GP Referral","Stage I",1402,0.575297496922446,0.486805555555556
"England","2018","Kidney","C64 excluding ICD-O-3 8120, 8122, 8130, 8131","GP Referral","Stage II",181,0.0742716454657366,0.0628472222222222
"England","2018","Kidney","C64 excluding ICD-O-3 8120, 8122, 8130, 8131","GP Referral","Stage III",467,0.191629052113254,0.162152777777778
"England","2018","Kidney","C64 excluding ICD-O-3 8120, 8122, 8130, 8131","GP Referral","Stage IV",387,0.158801805498564,0.134375
"England","2018","Kidney","C64 excluding ICD-O-3 8120, 8122, 8130, 8131","GP Referral","Unknown",443,NA,0.153819444444444
"England","2018","Kidney","C64 excluding ICD-O-3 8120, 8122, 8130, 8131","Emergency Presentation","Stage I",573,0.371113989637306,0.285500747384155
"England","2018","Kidney","C64 excluding ICD-O-3 8120, 8122, 8130, 8131","Emergency Presentation","Stage II",100,0.0647668393782383,0.049825610363727
"England","2018","Kidney","C64 excluding ICD-O-3 8120, 8122, 8130, 8131","Emergency Presentation","Stage III",245,0.158678756476684,0.122072745391131
"England","2018","Kidney","C64 excluding ICD-O-3 8120, 8122, 8130, 8131","Emergency Presentation","Stage IV",626,0.405440414507772,0.311908320876931
"England","2018","Kidney","C64 excluding ICD-O-3 8120, 8122, 8130, 8131","Emergency Presentation","Unknown",463,NA,0.230692575984056
"England","2018","Kidney","C64 excluding ICD-O-3 8120, 8122, 8130, 8131","Other","Stage I",902,0.557478368355995,0.445432098765432
"England","2018","Kidney","C64 excluding ICD-O-3 8120, 8122, 8130, 8131","Other","Stage II",118,0.072929542645241,0.0582716049382716
"England","2018","Kidney","C64 excluding ICD-O-3 8120, 8122, 8130, 8131","Other","Stage III",349,0.215698393077874,0.172345679012346
"England","2018","Kidney","C64 excluding ICD-O-3 8120, 8122, 8130, 8131","Other","Stage IV",249,0.15389369592089,0.122962962962963
"England","2018","Kidney","C64 excluding ICD-O-3 8120, 8122, 8130, 8131","Other","Unknown",407,NA,0.200987654320988
"England","2018","Lung","C33-C34","Emergency Presentation","Stage I",1262,0.111395533586371,0.0989415915327323
"England","2018","Lung","C33-C34","Emergency Presentation","Stage II",530,0.0467825933445141,0.0415523324186593
"England","2018","Lung","C33-C34","Emergency Presentation","Stage III",1801,0.158972548327302,0.141199529596237
"England","2018","Lung","C33-C34","Emergency Presentation","Stage IV",7736,0.682849324741813,0.606507252058016
"England","2018","Lung","C33-C34","Emergency Presentation","Unknown",1426,NA,0.111799294394355
"England","2018","Lung","C33-C34","GP Referral","Stage I",2690,0.314840823970037,0.292137271937446
"England","2018","Lung","C33-C34","GP Referral","Stage II",792,0.0926966292134832,0.0860121633362294
"England","2018","Lung","C33-C34","GP Referral","Stage III",1887,0.220856741573034,0.204930495221546
"England","2018","Lung","C33-C34","GP Referral","Stage IV",3175,0.371605805243446,0.344808861859253
"England","2018","Lung","C33-C34","GP Referral","Unknown",664,NA,0.0721112076455256
"England","2018","Lung","C33-C34","Other","Stage I",2135,0.314943206962679,0.282856385797562
"England","2018","Lung","C33-C34","Other","Stage II",642,0.0947042336627821,0.0850556438791733
"England","2018","Lung","C33-C34","Other","Stage III",1365,0.201357132320401,0.180842607313196
"England","2018","Lung","C33-C34","Other","Stage IV",2637,0.388995427054138,0.349364069952305
"England","2018","Lung","C33-C34","Other","Unknown",769,NA,0.101881293057764
"England","2018","Lung","C33-C34","Two Week Wait","Stage I",1692,0.16696269982238,0.164735663518645
"England","2018","Lung","C33-C34","Two Week Wait","Stage II",964,0.0951253207025854,0.0938564891441924
"England","2018","Lung","C33-C34","Two Week Wait","Stage III",2861,0.282316952832051,0.278551260831467
"England","2018","Lung","C33-C34","Two Week Wait","Stage IV",4617,0.455595026642984,0.449518060558855
"England","2018","Lung","C33-C34","Two Week Wait","Unknown",137,NA,0.0133385259468406
"England","2018","Lung - non-small cell","C33-C34 excluding 8002, 8041, 8042, 8043, 8044, 8045","Two Week Wait","Stage I",1668,0.184963406520293,0.18239475123018
"England","2018","Lung - non-small cell","C33-C34 excluding 8002, 8041, 8042, 8043, 8044, 8045","Two Week Wait","Stage II",933,0.103459747172322,0.102022963367961
"England","2018","Lung - non-small cell","C33-C34 excluding 8002, 8041, 8042, 8043, 8044, 8045","Two Week Wait","Stage III",2537,0.281326236416057,0.27741935483871
"England","2018","Lung - non-small cell","C33-C34 excluding 8002, 8041, 8042, 8043, 8044, 8045","Two Week Wait","Stage IV",3880,0.430250609891328,0.424275560415528
"England","2018","Lung - non-small cell","C33-C34 excluding 8002, 8041, 8042, 8043, 8044, 8045","Two Week Wait","Unknown",127,NA,0.0138873701476217
"England","2018","Lung - non-small cell","C33-C34 excluding 8002, 8041, 8042, 8043, 8044, 8045","GP Referral","Stage I",2651,0.336720436936365,0.311479262131359
"England","2018","Lung - non-small cell","C33-C34 excluding 8002, 8041, 8042, 8043, 8044, 8045","GP Referral","Stage II",772,0.0980566493077607,0.090706144988838
"England","2018","Lung - non-small cell","C33-C34 excluding 8002, 8041, 8042, 8043, 8044, 8045","GP Referral","Stage III",1674,0.2126254286803,0.196686640817765
"England","2018","Lung - non-small cell","C33-C34 excluding 8002, 8041, 8042, 8043, 8044, 8045","GP Referral","Stage IV",2776,0.352597485075575,0.326166137939138
"England","2018","Lung - non-small cell","C33-C34 excluding 8002, 8041, 8042, 8043, 8044, 8045","GP Referral","Unknown",638,NA,0.0749618141228998
"England","2018","Lung - non-small cell","C33-C34 excluding 8002, 8041, 8042, 8043, 8044, 8045","Emergency Presentation","Stage I",1246,0.123110364588479,0.108451562364
"England","2018","Lung - non-small cell","C33-C34 excluding 8002, 8041, 8042, 8043, 8044, 8045","Emergency Presentation","Stage II",518,0.0511807133682442,0.0450866045782923
"England","2018","Lung - non-small cell","C33-C34 excluding 8002, 8041, 8042, 8043, 8044, 8045","Emergency Presentation","Stage III",1594,0.157494318743207,0.138741404822004
"England","2018","Lung - non-small cell","C33-C34 excluding 8002, 8041, 8042, 8043, 8044, 8045","Emergency Presentation","Stage IV",6763,0.668214603300069,0.588650013055967
"England","2018","Lung - non-small cell","C33-C34 excluding 8002, 8041, 8042, 8043, 8044, 8045","Emergency Presentation","Unknown",1368,NA,0.119070415179737
"England","2018","Lung - non-small cell","C33-C34 excluding 8002, 8041, 8042, 8043, 8044, 8045","Other","Stage I",2112,0.340865074241446,0.304761904761905
"England","2018","Lung - non-small cell","C33-C34 excluding 8002, 8041, 8042, 8043, 8044, 8045","Other","Stage II",613,0.0989347966429955,0.0884559884559885
"England","2018","Lung - non-small cell","C33-C34 excluding 8002, 8041, 8042, 8043, 8044, 8045","Other","Stage III",1198,0.193350548741123,0.172871572871573
"England","2018","Lung - non-small cell","C33-C34 excluding 8002, 8041, 8042, 8043, 8044, 8045","Other","Stage IV",2273,0.366849580374435,0.327994227994228
"England","2018","Lung - non-small cell","C33-C34 excluding 8002, 8041, 8042, 8043, 8044, 8045","Other","Unknown",734,NA,0.105916305916306
"England","2018","Lung - small cell","C33-C34 with ICD-O-3 8002, 8041, 8042, 8043, 8044, 8045","Two Week Wait","Stage I",24,0.021505376344086,0.0213143872113677
"England","2018","Lung - small cell","C33-C34 with ICD-O-3 8002, 8041, 8042, 8043, 8044, 8045","Two Week Wait","Stage II",31,0.0277777777777778,0.0275310834813499
"England","2018","Lung - small cell","C33-C34 with ICD-O-3 8002, 8041, 8042, 8043, 8044, 8045","Two Week Wait","Stage III",324,0.290322580645161,0.287744227353464
"England","2018","Lung - small cell","C33-C34 with ICD-O-3 8002, 8041, 8042, 8043, 8044, 8045","Two Week Wait","Stage IV",737,0.660394265232975,0.654529307282416
"England","2018","Lung - small cell","C33-C34 with ICD-O-3 8002, 8041, 8042, 8043, 8044, 8045","Two Week Wait","Unknown",10,NA,0.0088809946714032
"England","2018","Lung - small cell","C33-C34 with ICD-O-3 8002, 8041, 8042, 8043, 8044, 8045","GP Referral","Stage I",39,0.0581222056631893,0.0559540889526542
"England","2018","Lung - small cell","C33-C34 with ICD-O-3 8002, 8041, 8042, 8043, 8044, 8045","GP Referral","Stage II",20,0.029806259314456,0.0286944045911047
"England","2018","Lung - small cell","C33-C34 with ICD-O-3 8002, 8041, 8042, 8043, 8044, 8045","GP Referral","Stage III",213,0.317436661698957,0.305595408895265
"England","2018","Lung - small cell","C33-C34 with ICD-O-3 8002, 8041, 8042, 8043, 8044, 8045","GP Referral","Stage IV",399,0.594634873323398,0.57245337159254
"England","2018","Lung - small cell","C33-C34 with ICD-O-3 8002, 8041, 8042, 8043, 8044, 8045","GP Referral","Unknown",26,NA,0.0373027259684362
"England","2018","Lung - small cell","C33-C34 with ICD-O-3 8002, 8041, 8042, 8043, 8044, 8045","Emergency Presentation","Stage I",16,0.0132450331125828,0.0126382306477093
"England","2018","Lung - small cell","C33-C34 with ICD-O-3 8002, 8041, 8042, 8043, 8044, 8045","Emergency Presentation","Stage II",12,0.00993377483443709,0.00947867298578199
"England","2018","Lung - small cell","C33-C34 with ICD-O-3 8002, 8041, 8042, 8043, 8044, 8045","Emergency Presentation","Stage III",207,0.17135761589404,0.163507109004739
"England","2018","Lung - small cell","C33-C34 with ICD-O-3 8002, 8041, 8042, 8043, 8044, 8045","Emergency Presentation","Stage IV",973,0.80546357615894,0.768562401263823
"England","2018","Lung - small cell","C33-C34 with ICD-O-3 8002, 8041, 8042, 8043, 8044, 8045","Emergency Presentation","Unknown",58,NA,0.0458135860979463
"England","2018","Lung - small cell","C33-C34 with ICD-O-3 8002, 8041, 8042, 8043, 8044, 8045","Other","Stage I",23,0.039451114922813,0.0372168284789644
"England","2018","Lung - small cell","C33-C34 with ICD-O-3 8002, 8041, 8042, 8043, 8044, 8045","Other","Stage II",29,0.0497427101200686,0.0469255663430421
"England","2018","Lung - small cell","C33-C34 with ICD-O-3 8002, 8041, 8042, 8043, 8044, 8045","Other","Stage III",167,0.286449399656947,0.270226537216828
"England","2018","Lung - small cell","C33-C34 with ICD-O-3 8002, 8041, 8042, 8043, 8044, 8045","Other","Stage IV",364,0.624356775300172,0.588996763754045
"England","2018","Lung - small cell","C33-C34 with ICD-O-3 8002, 8041, 8042, 8043, 8044, 8045","Other","Unknown",35,NA,0.0566343042071197
"England","2018","Ovarian","C56-C57 excluding C57.8-C57.9","Two Week Wait","Stage I",645,0.295059469350412,0.27180783817952
"England","2018","Ovarian","C56-C57 excluding C57.8-C57.9","Two Week Wait","Stage II",167,0.0763952424519671,0.0703750526759376
"England","2018","Ovarian","C56-C57 excluding C57.8-C57.9","Two Week Wait","Stage III",900,0.411710887465691,0.379266750948167
"England","2018","Ovarian","C56-C57 excluding C57.8-C57.9","Two Week Wait","Stage IV",474,0.21683440073193,0.199747155499368
"England","2018","Ovarian","C56-C57 excluding C57.8-C57.9","Two Week Wait","Unknown",187,NA,0.078803202697008
"England","2018","Ovarian","C56-C57 excluding C57.8-C57.9","GP Referral","Stage I",685,0.528957528957529,0.430276381909548
"England","2018","Ovarian","C56-C57 excluding C57.8-C57.9","GP Referral","Stage II",81,0.0625482625482626,0.0508793969849246
"England","2018","Ovarian","C56-C57 excluding C57.8-C57.9","GP Referral","Stage III",342,0.264092664092664,0.214824120603015
"England","2018","Ovarian","C56-C57 excluding C57.8-C57.9","GP Referral","Stage IV",187,0.144401544401544,0.117462311557789
"England","2018","Ovarian","C56-C57 excluding C57.8-C57.9","GP Referral","Unknown",297,NA,0.186557788944724
"England","2018","Ovarian","C56-C57 excluding C57.8-C57.9","Emergency Presentation","Stage I",216,0.161194029850746,0.11848601206802
"England","2018","Ovarian","C56-C57 excluding C57.8-C57.9","Emergency Presentation","Stage II",43,0.032089552238806,0.0235874931431706
"England","2018","Ovarian","C56-C57 excluding C57.8-C57.9","Emergency Presentation","Stage III",537,0.400746268656716,0.294569391113549
"England","2018","Ovarian","C56-C57 excluding C57.8-C57.9","Emergency Presentation","Stage IV",544,0.405970149253731,0.298409215578716
"England","2018","Ovarian","C56-C57 excluding C57.8-C57.9","Emergency Presentation","Unknown",483,NA,0.264947888096544
"England","2018","Ovarian","C56-C57 excluding C57.8-C57.9","Other","Stage I",407,0.489182692307692,0.384324834749764
"England","2018","Ovarian","C56-C57 excluding C57.8-C57.9","Other","Stage II",48,0.0576923076923077,0.0453257790368272
"England","2018","Ovarian","C56-C57 excluding C57.8-C57.9","Other","Stage III",249,0.299278846153846,0.235127478753541
"England","2018","Ovarian","C56-C57 excluding C57.8-C57.9","Other","Stage IV",128,0.153846153846154,0.120868744098206
"England","2018","Ovarian","C56-C57 excluding C57.8-C57.9","Other","Unknown",227,NA,0.214353163361662
"England","2018","Pancreatic","C25","Two Week Wait","Stage I",147,0.0857642940490082,0.0769633507853403
"England","2018","Pancreatic","C25","Two Week Wait","Stage II",187,0.109101516919487,0.0979057591623037
"England","2018","Pancreatic","C25","Two Week Wait","Stage III",318,0.185530921820303,0.166492146596859
"England","2018","Pancreatic","C25","Two Week Wait","Stage IV",1062,0.619603267211202,0.556020942408377
