"Country","Year","Cancer site","ICD10 code","RouteToDiagnosis","Stage","Count","% of known routes","% of all routes"
"England","2016","All Cancers Combined","C00-C43, C45-C97","Other","Stage II",5575,0.188344594594595,0.13337001507141
"England","2016","All Cancers Combined","C00-C43, C45-C97","Other","Stage III",5529,0.186790540540541,0.132269562929117
"England","2016","All Cancers Combined","C00-C43, C45-C97","Other","Stage IV",8097,0.273547297297297,0.19370349991627
"England","2016","All Cancers Combined","C00-C43, C45-C97","Other","Unknown",12201,NA,0.291882969306954
"England","2016","Bladder","C67, D09.0, D41.4","Two Week Wait","Stage I",1863,0.520681945220794,0.360487616099071
"England","2016","Bladder","C67, D09.0, D41.4","Two Week Wait","Stage II",1038,0.290106204583566,0.200851393188854
"England","2016","Bladder","C67, D09.0, D41.4","Two Week Wait","Stage III",215,0.0600894354387926,0.0416021671826625
"England","2016","Bladder","C67, D09.0, D41.4","Two Week Wait","Stage IV",462,0.129122414756847,0.0893962848297214
"England","2016","Bladder","C67, D09.0, D41.4","Two Week Wait","Unknown",1590,NA,0.30766253869969
"England","2016","Bladder","C67, D09.0, D41.4","GP Referral","Stage I",943,0.50726196880043,0.116434127670083
"England","2016","Bladder","C67, D09.0, D41.4","GP Referral","Stage II",505,0.271651425497579,0.0623533769601185
"England","2016","Bladder","C67, D09.0, D41.4","GP Referral","Stage III",132,0.0710059171597633,0.0162983084331399
"England","2016","Bladder","C67, D09.0, D41.4","GP Referral","Stage IV",279,0.150080688542227,0.0344486973700457
"England","2016","Bladder","C67, D09.0, D41.4","GP Referral","Unknown",6240,NA,0.770465489566613
"England","2016","Bladder","C67, D09.0, D41.4","Emergency Presentation","Stage I",243,0.219909502262443,0.11218836565097
"England","2016","Bladder","C67, D09.0, D41.4","Emergency Presentation","Stage II",340,0.307692307692308,0.156971375807941
"England","2016","Bladder","C67, D09.0, D41.4","Emergency Presentation","Stage III",104,0.0941176470588235,0.0480147737765466
"England","2016","Bladder","C67, D09.0, D41.4","Emergency Presentation","Stage IV",418,0.378280542986425,0.192982456140351
"England","2016","Bladder","C67, D09.0, D41.4","Emergency Presentation","Unknown",1061,NA,0.489843028624192
"England","2016","Bladder","C67, D09.0, D41.4","Other","Stage I",482,0.53496115427303,0.160881174899866
"England","2016","Bladder","C67, D09.0, D41.4","Other","Stage II",223,0.247502774694784,0.0744325767690254
"England","2016","Bladder","C67, D09.0, D41.4","Other","Stage III",64,0.0710321864594895,0.0213618157543391
"England","2016","Bladder","C67, D09.0, D41.4","Other","Stage IV",132,0.146503884572697,0.0440587449933244
"England","2016","Bladder","C67, D09.0, D41.4","Other","Unknown",2095,NA,0.699265687583445
"England","2016","Bowel","C18-C20","Screening","Stage I",1297,0.379683840749415,0.370571428571429
"England","2016","Bowel","C18-C20","Screening","Stage II",873,0.25556206088993,0.249428571428571
"England","2016","Bowel","C18-C20","Screening","Stage III",982,0.287470725995316,0.280571428571429
"England","2016","Bowel","C18-C20","Screening","Stage IV",264,0.0772833723653396,0.0754285714285714
"England","2016","Bowel","C18-C20","Screening","Unknown",84,NA,0.024
"England","2016","Bowel","C18-C20","Two Week Wait","Stage I",1772,0.157749488115374,0.151452991452991
"England","2016","Bowel","C18-C20","Two Week Wait","Stage II",3060,0.272411644262441,0.261538461538462
"England","2016","Bowel","C18-C20","Two Week Wait","Stage III",3754,0.334193892993857,0.320854700854701
"England","2016","Bowel","C18-C20","Two Week Wait","Stage IV",2647,0.235644974628327,0.226239316239316
"England","2016","Bowel","C18-C20","Two Week Wait","Unknown",467,NA,0.0399145299145299
"England","2016","Bowel","C18-C20","GP Referral","Stage I",1640,0.23702847232259,0.210040983606557
"England","2016","Bowel","C18-C20","GP Referral","Stage II",1671,0.241508888567712,0.214011270491803
"England","2016","Bowel","C18-C20","GP Referral","Stage III",2002,0.289348171701113,0.25640368852459
"England","2016","Bowel","C18-C20","GP Referral","Stage IV",1606,0.232114467408585,0.205686475409836
"England","2016","Bowel","C18-C20","GP Referral","Unknown",889,NA,0.113857581967213
"England","2016","Bowel","C18-C20","Emergency Presentation","Stage I",482,0.0718223811652511,0.0593303791235844
"England","2016","Bowel","C18-C20","Emergency Presentation","Stage II",1629,0.24273580688422,0.200516986706056
"England","2016","Bowel","C18-C20","Emergency Presentation","Stage III",1778,0.264938161227835,0.218857705563762
"England","2016","Bowel","C18-C20","Emergency Presentation","Stage IV",2822,0.420503650722694,0.347365829640571
"England","2016","Bowel","C18-C20","Emergency Presentation","Unknown",1413,NA,0.173929098966027
"England","2016","Bowel","C18-C20","Other","Stage I",796,0.220315527262663,0.183876183876184
"England","2016","Bowel","C18-C20","Other","Stage II",957,0.264876833656241,0.221067221067221
"England","2016","Bowel","C18-C20","Other","Stage III",979,0.270965956269029,0.226149226149226
"England","2016","Bowel","C18-C20","Other","Stage IV",881,0.243841682812068,0.203511203511203
"England","2016","Bowel","C18-C20","Other","Unknown",716,NA,0.165396165396165
"England","2016","Breast","C50","Screening","Stage I",9082,0.686262656793109,0.666911440740197
"England","2016","Breast","C50","Screening","Stage II",3531,0.266812755024936,0.259289176090468
"England","2016","Breast","C50","Screening","Stage III",511,0.0386126643494031,0.0375238654721692
"England","2016","Breast","C50","Screening","Stage IV",110,0.00831192383255252,0.00807754442649435
"England","2016","Breast","C50","Screening","Unknown",384,NA,0.0281979732706712
"England","2016","Breast","C50","Two Week Wait","Stage I",6967,0.309671970841853,0.291226016803913
"England","2016","Breast","C50","Two Week Wait","Stage II",11671,0.518757222864255,0.487856874137859
"England","2016","Breast","C50","Two Week Wait","Stage III",2790,0.124011023202062,0.116624169209547
"England","2016","Breast","C50","Two Week Wait","Stage IV",1070,0.0475597830918304,0.0447268319190737
"England","2016","Breast","C50","Two Week Wait","Unknown",1425,NA,0.0595661079296075
"England","2016","Breast","C50","GP Referral","Stage I",1453,0.428108426635239,0.363340835208802
"England","2016","Breast","C50","GP Referral","Stage II",1298,0.38243959929287,0.324581145286322
"England","2016","Breast","C50","GP Referral","Stage III",303,0.0892751915144372,0.0757689422355589
"England","2016","Breast","C50","GP Referral","Stage IV",340,0.100176782557454,0.0850212553138285
"England","2016","Breast","C50","GP Referral","Unknown",605,NA,0.151287821955489
"England","2016","Breast","C50","Emergency Presentation","Stage I",239,0.177563150074294,0.140011716461629
"England","2016","Breast","C50","Emergency Presentation","Stage II",335,0.24888558692422,0.196250732278852
"England","2016","Breast","C50","Emergency Presentation","Stage III",119,0.0884101040118871,0.0697129466900996
"England","2016","Breast","C50","Emergency Presentation","Stage IV",653,0.485141158989599,0.382542472173404
"England","2016","Breast","C50","Emergency Presentation","Unknown",361,NA,0.211482132396016
"England","2016","Breast","C50","Other","Stage I",1195,0.51575312904618,0.404673213681002
"England","2016","Breast","C50","Other","Stage II",789,0.340526542943461,0.267185912631222
"England","2016","Breast","C50","Other","Stage III",169,0.0729391454466983,0.0572299356586522
"England","2016","Breast","C50","Other","Stage IV",164,0.0707811825636599,0.0555367422959702
"England","2016","Breast","C50","Other","Unknown",636,NA,0.215374195733153
"England","2016","Cervical","C53","Screening","Stage I",745,0.895432692307692,0.853379152348224
"England","2016","Cervical","C53","Screening","Stage II",61,0.0733173076923077,0.0698739977090493
"England","2016","Cervical","C53","Screening","Stage III",14,0.0168269230769231,0.0160366552119129
"England","2016","Cervical","C53","Screening","Stage IV",12,0.0144230769230769,0.013745704467354
"England","2016","Cervical","C53","Screening","Unknown",41,NA,0.0469644902634593
"England","2016","Cervical","C53","Two Week Wait","Stage I",153,0.278181818181818,0.246774193548387
"England","2016","Cervical","C53","Two Week Wait","Stage II",225,0.409090909090909,0.362903225806452
"England","2016","Cervical","C53","Two Week Wait","Stage III",84,0.152727272727273,0.135483870967742
"England","2016","Cervical","C53","Two Week Wait","Stage IV",88,0.16,0.141935483870968
"England","2016","Cervical","C53","Two Week Wait","Unknown",70,NA,0.112903225806452
"England","2016","Cervical","C53","GP Referral","Stage I",389,0.68006993006993,0.6078125
"England","2016","Cervical","C53","GP Referral","Stage II",106,0.185314685314685,0.165625
"England","2016","Cervical","C53","GP Referral","Stage III",40,0.0699300699300699,0.0625
"England","2016","Cervical","C53","GP Referral","Stage IV",37,0.0646853146853147,0.0578125
"England","2016","Cervical","C53","GP Referral","Unknown",68,NA,0.10625
"England","2016","Cervical","C53","Emergency Presentation","Stage I",16,0.0879120879120879,0.065843621399177
"England","2016","Cervical","C53","Emergency Presentation","Stage II",45,0.247252747252747,0.185185185185185
"England","2016","Cervical","C53","Emergency Presentation","Stage III",42,0.230769230769231,0.172839506172839
"England","2016","Cervical","C53","Emergency Presentation","Stage IV",79,0.434065934065934,0.325102880658436
"England","2016","Cervical","C53","Emergency Presentation","Unknown",61,NA,0.251028806584362
"England","2016","Cervical","C53","Other","Stage I",134,0.603603603603604,0.531746031746032
"England","2016","Cervical","C53","Other","Stage II",39,0.175675675675676,0.154761904761905
"England","2016","Cervical","C53","Other","Stage III",23,0.103603603603604,0.0912698412698413
"England","2016","Cervical","C53","Other","Stage IV",26,0.117117117117117,0.103174603174603
"England","2016","Cervical","C53","Other","Unknown",30,NA,0.119047619047619
"England","2016","Kidney","C64 excluding ICD-O-3 8120, 8122, 8130, 8131","Two Week Wait","Stage I",1213,0.476620825147348,0.450761798587886
"England","2016","Kidney","C64 excluding ICD-O-3 8120, 8122, 8130, 8131","Two Week Wait","Stage II",275,0.108055009823183,0.102192493496841
"England","2016","Kidney","C64 excluding ICD-O-3 8120, 8122, 8130, 8131","Two Week Wait","Stage III",544,0.213752455795678,0.202155332590115
"England","2016","Kidney","C64 excluding ICD-O-3 8120, 8122, 8130, 8131","Two Week Wait","Stage IV",513,0.201571709233792,0.190635451505017
"England","2016","Kidney","C64 excluding ICD-O-3 8120, 8122, 8130, 8131","Two Week Wait","Unknown",146,NA,0.0542549238201412
"England","2016","Kidney","C64 excluding ICD-O-3 8120, 8122, 8130, 8131","GP Referral","Stage I",1504,0.582719876017048,0.514892160219103
"England","2016","Kidney","C64 excluding ICD-O-3 8120, 8122, 8130, 8131","GP Referral","Stage II",217,0.0840759395583107,0.0742896268401232
"England","2016","Kidney","C64 excluding ICD-O-3 8120, 8122, 8130, 8131","GP Referral","Stage III",442,0.171251452925223,0.151318041766518
"England","2016","Kidney","C64 excluding ICD-O-3 8120, 8122, 8130, 8131","GP Referral","Stage IV",418,0.161952731499419,0.143101677507703
"England","2016","Kidney","C64 excluding ICD-O-3 8120, 8122, 8130, 8131","GP Referral","Unknown",340,NA,0.116398493666553
"England","2016","Kidney","C64 excluding ICD-O-3 8120, 8122, 8130, 8131","Emergency Presentation","Stage I",576,0.355555555555556,0.289738430583501
"England","2016","Kidney","C64 excluding ICD-O-3 8120, 8122, 8130, 8131","Emergency Presentation","Stage II",107,0.0660493827160494,0.0538229376257545
"England","2016","Kidney","C64 excluding ICD-O-3 8120, 8122, 8130, 8131","Emergency Presentation","Stage III",225,0.138888888888889,0.11317907444668
"England","2016","Kidney","C64 excluding ICD-O-3 8120, 8122, 8130, 8131","Emergency Presentation","Stage IV",712,0.439506172839506,0.358148893360161
"England","2016","Kidney","C64 excluding ICD-O-3 8120, 8122, 8130, 8131","Emergency Presentation","Unknown",368,NA,0.185110663983903
"England","2016","Kidney","C64 excluding ICD-O-3 8120, 8122, 8130, 8131","Other","Stage I",898,0.556037151702786,0.460276781137878
"England","2016","Kidney","C64 excluding ICD-O-3 8120, 8122, 8130, 8131","Other","Stage II",131,0.0811145510835913,0.0671450538185546
"England","2016","Kidney","C64 excluding ICD-O-3 8120, 8122, 8130, 8131","Other","Stage III",306,0.189473684210526,0.15684264479754
"England","2016","Kidney","C64 excluding ICD-O-3 8120, 8122, 8130, 8131","Other","Stage IV",280,0.173374613003096,0.143516145566376
"England","2016","Kidney","C64 excluding ICD-O-3 8120, 8122, 8130, 8131","Other","Unknown",336,NA,0.172219374679651
"England","2016","Lung","C33-C34","Emergency Presentation","Stage I",1175,0.10369782013944,0.0922581658291457
"England","2016","Lung","C33-C34","Emergency Presentation","Stage II",538,0.0474803636042715,0.0422424623115578
"England","2016","Lung","C33-C34","Emergency Presentation","Stage III",1665,0.146942017474186,0.130731783919598
"England","2016","Lung","C33-C34","Emergency Presentation","Stage IV",7953,0.701879798782102,0.624450376884422
"England","2016","Lung","C33-C34","Emergency Presentation","Unknown",1405,NA,0.110317211055276
"England","2016","Lung","C33-C34","GP Referral","Stage I",2529,0.29119170984456,0.272140320671473
"England","2016","Lung","C33-C34","GP Referral","Stage II",837,0.0963730569948187,0.0900677929624449
"England","2016","Lung","C33-C34","GP Referral","Stage III",1718,0.197812320092113,0.18487033250834
"England","2016","Lung","C33-C34","GP Referral","Stage IV",3601,0.414622913068509,0.387495964704616
"England","2016","Lung","C33-C34","GP Referral","Unknown",608,NA,0.065425589153126
"England","2016","Lung","C33-C34","Other","Stage I",1774,0.300627012370785,0.266366366366366
"England","2016","Lung","C33-C34","Other","Stage II",582,0.0986273512963904,0.0873873873873874
"England","2016","Lung","C33-C34","Other","Stage III",1156,0.195899000169463,0.173573573573574
"England","2016","Lung","C33-C34","Other","Stage IV",2389,0.404846636163362,0.358708708708709
"England","2016","Lung","C33-C34","Other","Unknown",759,NA,0.113963963963964
"England","2016","Lung","C33-C34","Two Week Wait","Stage I",1751,0.166904966161472,0.164074212893553
"England","2016","Lung","C33-C34","Two Week Wait","Stage II",1042,0.0993232294347536,0.0976386806596702
"England","2016","Lung","C33-C34","Two Week Wait","Stage III",2842,0.270898865694405,0.266304347826087
"England","2016","Lung","C33-C34","Two Week Wait","Stage IV",4856,0.46287293870937,0.455022488755622
"England","2016","Lung","C33-C34","Two Week Wait","Unknown",181,NA,0.0169602698650675
"England","2016","Lung - non-small cell","C33-C34 excluding 8002, 8041, 8042, 8043, 8044, 8045","Two Week Wait","Stage I",1722,0.186545336366591,0.183308494783905
"England","2016","Lung - non-small cell","C33-C34 excluding 8002, 8041, 8042, 8043, 8044, 8045","Two Week Wait","Stage II",985,0.106705665691691,0.104854162231211
"England","2016","Lung - non-small cell","C33-C34 excluding 8002, 8041, 8042, 8043, 8044, 8045","Two Week Wait","Stage III",2458,0.266276676416423,0.261656376410475
"England","2016","Lung - non-small cell","C33-C34 excluding 8002, 8041, 8042, 8043, 8044, 8045","Two Week Wait","Stage IV",4066,0.440472321525295,0.432829465616351
"England","2016","Lung - non-small cell","C33-C34 excluding 8002, 8041, 8042, 8043, 8044, 8045","Two Week Wait","Unknown",163,NA,0.0173515009580583
"England","2016","Lung - non-small cell","C33-C34 excluding 8002, 8041, 8042, 8043, 8044, 8045","GP Referral","Stage I",2497,0.313693467336683,0.292320299695622
"England","2016","Lung - non-small cell","C33-C34 excluding 8002, 8041, 8042, 8043, 8044, 8045","GP Referral","Stage II",814,0.102261306532663,0.0952938421915242
"England","2016","Lung - non-small cell","C33-C34 excluding 8002, 8041, 8042, 8043, 8044, 8045","GP Referral","Stage III",1516,0.190452261306533,0.177476000936549
"England","2016","Lung - non-small cell","C33-C34 excluding 8002, 8041, 8042, 8043, 8044, 8045","GP Referral","Stage IV",3133,0.393592964824121,0.366775930695387
"England","2016","Lung - non-small cell","C33-C34 excluding 8002, 8041, 8042, 8043, 8044, 8045","GP Referral","Unknown",582,NA,0.0681339264809178
"England","2016","Lung - non-small cell","C33-C34 excluding 8002, 8041, 8042, 8043, 8044, 8045","Emergency Presentation","Stage I",1159,0.114164696611505,0.100721300078213
"England","2016","Lung - non-small cell","C33-C34 excluding 8002, 8041, 8042, 8043, 8044, 8045","Emergency Presentation","Stage II",524,0.0516154452324665,0.0455374989137047
"England","2016","Lung - non-small cell","C33-C34 excluding 8002, 8041, 8042, 8043, 8044, 8045","Emergency Presentation","Stage III",1489,0.14667060677699,0.129399495958981
"England","2016","Lung - non-small cell","C33-C34 excluding 8002, 8041, 8042, 8043, 8044, 8045","Emergency Presentation","Stage IV",6980,0.687549251379039,0.606587294690189
"England","2016","Lung - non-small cell","C33-C34 excluding 8002, 8041, 8042, 8043, 8044, 8045","Emergency Presentation","Unknown",1355,NA,0.117754410358912
"England","2016","Lung - non-small cell","C33-C34 excluding 8002, 8041, 8042, 8043, 8044, 8045","Other","Stage I",1751,0.327657185628743,0.28827790582812
"England","2016","Lung - non-small cell","C33-C34 excluding 8002, 8041, 8042, 8043, 8044, 8045","Other","Stage II",553,0.103480538922156,0.0910437932169905
"England","2016","Lung - non-small cell","C33-C34 excluding 8002, 8041, 8042, 8043, 8044, 8045","Other","Stage III",998,0.186751497005988,0.164306881791241
"England","2016","Lung - non-small cell","C33-C34 excluding 8002, 8041, 8042, 8043, 8044, 8045","Other","Stage IV",2042,0.382110778443114,0.336187026671057
"England","2016","Lung - non-small cell","C33-C34 excluding 8002, 8041, 8042, 8043, 8044, 8045","Other","Unknown",730,NA,0.120184392492591
"England","2016","Lung - small cell","C33-C34 with ICD-O-3 8002, 8041, 8042, 8043, 8044, 8045","Two Week Wait","Stage I",29,0.023015873015873,0.0226917057902973
"England","2016","Lung - small cell","C33-C34 with ICD-O-3 8002, 8041, 8042, 8043, 8044, 8045","Two Week Wait","Stage II",57,0.0452380952380952,0.0446009389671361
"England","2016","Lung - small cell","C33-C34 with ICD-O-3 8002, 8041, 8042, 8043, 8044, 8045","Two Week Wait","Stage III",384,0.304761904761905,0.300469483568075
"England","2016","Lung - small cell","C33-C34 with ICD-O-3 8002, 8041, 8042, 8043, 8044, 8045","Two Week Wait","Stage IV",790,0.626984126984127,0.618153364632238
"England","2016","Lung - small cell","C33-C34 with ICD-O-3 8002, 8041, 8042, 8043, 8044, 8045","Two Week Wait","Unknown",18,NA,0.0140845070422535
"England","2016","Lung - small cell","C33-C34 with ICD-O-3 8002, 8041, 8042, 8043, 8044, 8045","GP Referral","Stage I",32,0.0441379310344828,0.0426098535286285
"England","2016","Lung - small cell","C33-C34 with ICD-O-3 8002, 8041, 8042, 8043, 8044, 8045","GP Referral","Stage II",23,0.0317241379310345,0.0306258322237017
"England","2016","Lung - small cell","C33-C34 with ICD-O-3 8002, 8041, 8042, 8043, 8044, 8045","GP Referral","Stage III",202,0.278620689655172,0.268974700399467
"England","2016","Lung - small cell","C33-C34 with ICD-O-3 8002, 8041, 8042, 8043, 8044, 8045","GP Referral","Stage IV",468,0.64551724137931,0.623169107856192
"England","2016","Lung - small cell","C33-C34 with ICD-O-3 8002, 8041, 8042, 8043, 8044, 8045","GP Referral","Unknown",26,NA,0.0346205059920107
"England","2016","Lung - small cell","C33-C34 with ICD-O-3 8002, 8041, 8042, 8043, 8044, 8045","Emergency Presentation","Stage I",16,0.0135708227311281,0.0130187144019528
"England","2016","Lung - small cell","C33-C34 with ICD-O-3 8002, 8041, 8042, 8043, 8044, 8045","Emergency Presentation","Stage II",14,0.0118744698897371,0.0113913751017087
"England","2016","Lung - small cell","C33-C34 with ICD-O-3 8002, 8041, 8042, 8043, 8044, 8045","Emergency Presentation","Stage III",176,0.149279050042409,0.143205858421481
"England","2016","Lung - small cell","C33-C34 with ICD-O-3 8002, 8041, 8042, 8043, 8044, 8045","Emergency Presentation","Stage IV",973,0.825275657336726,0.791700569568755
"England","2016","Lung - small cell","C33-C34 with ICD-O-3 8002, 8041, 8042, 8043, 8044, 8045","Emergency Presentation","Unknown",50,NA,0.0406834825061025
"England","2016","Lung - small cell","C33-C34 with ICD-O-3 8002, 8041, 8042, 8043, 8044, 8045","Other","Stage I",23,0.0412926391382406,0.0392491467576792
"England","2016","Lung - small cell","C33-C34 with ICD-O-3 8002, 8041, 8042, 8043, 8044, 8045","Other","Stage II",29,0.052064631956912,0.0494880546075085
"England","2016","Lung - small cell","C33-C34 with ICD-O-3 8002, 8041, 8042, 8043, 8044, 8045","Other","Stage III",158,0.283662477558348,0.26962457337884
"England","2016","Lung - small cell","C33-C34 with ICD-O-3 8002, 8041, 8042, 8043, 8044, 8045","Other","Stage IV",347,0.622980251346499,0.592150170648464
"England","2016","Lung - small cell","C33-C34 with ICD-O-3 8002, 8041, 8042, 8043, 8044, 8045","Other","Unknown",29,NA,0.0494880546075085
"England","2016","Ovarian","C56-C57 excluding C57.8-C57.9","Two Week Wait","Stage I",621,0.283950617283951,0.264818763326226
"England","2016","Ovarian","C56-C57 excluding C57.8-C57.9","Two Week Wait","Stage II",184,0.0841335162322817,0.0784648187633262
"England","2016","Ovarian","C56-C57 excluding C57.8-C57.9","Two Week Wait","Stage III",938,0.428898033836305,0.4
"England","2016","Ovarian","C56-C57 excluding C57.8-C57.9","Two Week Wait","Stage IV",444,0.203017832647462,0.189339019189765
"England","2016","Ovarian","C56-C57 excluding C57.8-C57.9","Two Week Wait","Unknown",158,NA,0.0673773987206823
"England","2016","Ovarian","C56-C57 excluding C57.8-C57.9","GP Referral","Stage I",730,0.525936599423631,0.428403755868545
"England","2016","Ovarian","C56-C57 excluding C57.8-C57.9","GP Referral","Stage II",97,0.0698847262247839,0.056924882629108
"England","2016","Ovarian","C56-C57 excluding C57.8-C57.9","GP Referral","Stage III",379,0.273054755043228,0.222417840375587
"England","2016","Ovarian","C56-C57 excluding C57.8-C57.9","GP Referral","Stage IV",182,0.131123919308357,0.106807511737089
"England","2016","Ovarian","C56-C57 excluding C57.8-C57.9","GP Referral","Unknown",316,NA,0.185446009389671
"England","2016","Ovarian","C56-C57 excluding C57.8-C57.9","Emergency Presentation","Stage I",227,0.155586017820425,0.116950025759918
"England","2016","Ovarian","C56-C57 excluding C57.8-C57.9","Emergency Presentation","Stage II",47,0.0322138450993831,0.024214322514168
"England","2016","Ovarian","C56-C57 excluding C57.8-C57.9","Emergency Presentation","Stage III",612,0.419465387251542,0.315301391035549
"England","2016","Ovarian","C56-C57 excluding C57.8-C57.9","Emergency Presentation","Stage IV",573,0.39273474982865,0.295208655332303
"England","2016","Ovarian","C56-C57 excluding C57.8-C57.9","Emergency Presentation","Unknown",482,NA,0.248325605358063
"England","2016","Ovarian","C56-C57 excluding C57.8-C57.9","Other","Stage I",362,0.438787878787879,0.336744186046512
"England","2016","Ovarian","C56-C57 excluding C57.8-C57.9","Other","Stage II",52,0.063030303030303,0.0483720930232558
"England","2016","Ovarian","C56-C57 excluding C57.8-C57.9","Other","Stage III",267,0.323636363636364,0.248372093023256
"England","2016","Ovarian","C56-C57 excluding C57.8-C57.9","Other","Stage IV",144,0.174545454545455,0.133953488372093
"England","2016","Ovarian","C56-C57 excluding C57.8-C57.9","Other","Unknown",250,NA,0.232558139534884
"England","2016","Pancreatic","C25","Two Week Wait","Stage I",89,0.0577922077922078,0.0507701083856246
"England","2016","Pancreatic","C25","Two Week Wait","Stage II",235,0.152597402597403,0.13405590416429
"England","2016","Pancreatic","C25","Two Week Wait","Stage III",224,0.145454545454545,0.127780946948089
"England","2016","Pancreatic","C25","Two Week Wait","Stage IV",992,0.644155844155844,0.565887050770108
"England","2016","Pancreatic","C25","Two Week Wait","Unknown",213,NA,0.121505989731888
"England","2016","Pancreatic","C25","GP Referral","Stage I",145,0.100346020761246,0.077209797657082
"England","2016","Pancreatic","C25","GP Referral","Stage II",274,0.18961937716263,0.145899893503727
"England","2016","Pancreatic","C25","GP Referral","Stage III",191,0.132179930795848,0.101703940362087
"England","2016","Pancreatic","C25","GP Referral","Stage IV",835,0.577854671280277,0.444621938232162
"England","2016","Pancreatic","C25","GP Referral","Unknown",433,NA,0.230564430244941
"England","2016","Pancreatic","C25","Emergency Presentation","Stage I",201,0.0685305148312308,0.0525765105937745
"England","2016","Pancreatic","C25","Emergency Presentation","Stage II",353,0.12035458574838,0.0923358618885692
"England","2016","Pancreatic","C25","Emergency Presentation","Stage III",263,0.0896692806000682,0.0687941407271776
"England","2016","Pancreatic","C25","Emergency Presentation","Stage IV",2116,0.721445618820321,0.553492021972273
"England","2016","Pancreatic","C25","Emergency Presentation","Unknown",890,NA,0.232801464818206
"England","2016","Pancreatic","C25","Other","Stage I",62,0.0663811563169165,0.0476556495003843
"England","2016","Pancreatic","C25","Other","Stage II",220,0.235546038543897,0.169100691775557
"England","2016","Pancreatic","C25","Other","Stage III",133,0.142398286937901,0.102229054573405
"England","2016","Pancreatic","C25","Other","Stage IV",519,0.555674518201285,0.398923904688701
"England","2016","Pancreatic","C25","Other","Unknown",367,NA,0.282090699461952
"England","2016","Prostate","C61","Two Week Wait","Stage I",5387,0.279148098248523,0.258679471788715
"England","2016","Prostate","C61","Two Week Wait","Stage II",3897,0.201938024665768,0.187130852340936
"England","2016","Prostate","C61","Two Week Wait","Stage III",5290,0.274121670639444,0.254021608643457
"England","2016","Prostate","C61","Two Week Wait","Stage IV",4724,0.244792206446264,0.226842737094838
"England","2016","Prostate","C61","Two Week Wait","Unknown",1527,NA,0.0733253301320528
"England","2016","Prostate","C61","GP Referral","Stage I",5121,0.433983050847458,0.389252052295531
"England","2016","Prostate","C61","GP Referral","Stage II",2870,0.243220338983051,0.218151413803588
"England","2016","Prostate","C61","GP Referral","Stage III",2414,0.204576271186441,0.183490422620857
"England","2016","Prostate","C61","GP Referral","Stage IV",1395,0.118220338983051,0.106035269078747
"England","2016","Prostate","C61","GP Referral","Unknown",1356,NA,0.103070842201277
"England","2016","Prostate","C61","Emergency Presentation","Stage I",357,0.150442477876106,0.111318989710009
"England","2016","Prostate","C61","Emergency Presentation","Stage II",165,0.0695322376738306,0.0514499532273152
"England","2016","Prostate","C61","Emergency Presentation","Stage III",222,0.0935524652338812,0.0692235734331151
"England","2016","Prostate","C61","Emergency Presentation","Stage IV",1629,0.686472819216182,0.507951356407858
"England","2016","Prostate","C61","Emergency Presentation","Unknown",834,NA,0.260056127221703
"England","2016","Prostate","C61","Other","Stage I",1481,0.405864620443957,0.32202652750598
"England","2016","Prostate","C61","Other","Stage II",813,0.222800767333516,0.176777560339204
"England","2016","Prostate","C61","Other","Stage III",697,0.191011235955056,0.151554685801261
"England","2016","Prostate","C61","Other","Stage IV",658,0.180323376267471,0.143074581430746
"England","2016","Prostate","C61","Other","Unknown",950,NA,0.206566644922809
"England","2016","Uterine","C54-C55","Two Week Wait","Stage I",3389,0.759014557670773,0.726162416970216
"England","2016","Uterine","C54-C55","Two Week Wait","Stage II",305,0.0683090705487122,0.0653524748232269
"England","2016","Uterine","C54-C55","Two Week Wait","Stage III",492,0.110190369540873,0.105421041354189
"England","2016","Uterine","C54-C55","Two Week Wait","Stage IV",279,0.0624860022396417,0.0597814441825584
"England","2016","Uterine","C54-C55","Two Week Wait","Unknown",202,NA,0.0432826226698093
"England","2016","Uterine","C54-C55","GP Referral","Stage I",1396,0.765770707624794,0.677999028654687
"England","2016","Uterine","C54-C55","GP Referral","Stage II",134,0.0735052111903456,0.0650801359883439
"England","2016","Uterine","C54-C55","GP Referral","Stage III",176,0.0965441579813494,0.08547838756678
"England","2016","Uterine","C54-C55","GP Referral","Stage IV",117,0.0641799232035107,0.0568237008256435
"England","2016","Uterine","C54-C55","GP Referral","Unknown",236,NA,0.114618746964546
"England","2016","Uterine","C54-C55","Emergency Presentation","Stage I",153,0.377777777777778,0.257142857142857
"England","2016","Uterine","C54-C55","Emergency Presentation","Stage II",26,0.0641975308641975,0.0436974789915966
"England","2016","Uterine","C54-C55","Emergency Presentation","Stage III",86,0.212345679012346,0.14453781512605
"England","2016","Uterine","C54-C55","Emergency Presentation","Stage IV",140,0.345679012345679,0.235294117647059
"England","2016","Uterine","C54-C55","Emergency Presentation","Unknown",190,NA,0.319327731092437
"England","2016","Uterine","C54-C55","Other","Stage I",377,0.704672897196262,0.548762736535662
"England","2016","Uterine","C54-C55","Other","Stage II",38,0.0710280373831776,0.0553129548762737
"England","2016","Uterine","C54-C55","Other","Stage III",68,0.127102803738318,0.098981077147016
"England","2016","Uterine","C54-C55","Other","Stage IV",52,0.097196261682243,0.0756914119359534
"England","2016","Uterine","C54-C55","Other","Unknown",152,NA,0.221251819505095
